choice,選擇,n
place,地方,v
single,單身的,j
rule,規則,n
daughter,女兒,n
administration,行政,n
south,南,n
husband,丈夫,n
Congress,國會,n
floor,地面,n
campaign,活動,n
material,材料,n
population,人口,n
well,出色地,i
call,稱呼,n
economy,經濟,n
medical,醫療的,j
hospital,醫院,n
church,教會,n
close,關閉,v
thousand,千,m
risk,風險,n
current,目前的,j
fire,火,n
future,未來,n
wrong,錯誤的,j
involve,涉及,v
defense,防禦,n
anyone,任何人,p
increase,增加,v
security,安全,n
bank,銀行,n
myself,我,p
certainly,當然,r
west,西方,n
sport,運動,n
board,木板,n
seek,尋找,v
per,每,i
subject,主題,n
officer,官,n
private,私人的,j
rest,休息,n
behavior,行為,n
deal,交易,v
performance,表現,n
fight,鬥爭,v
throw,丟,v
top,頂部,n
quickly,迅速地,r
past,過去的,j
goal,目標,n
second,第二,n
bed,床,n
order,命令,n
author,作者,n
fill,充滿,v
represent,代表,v
focus,重點,v
foreign,外國的,j
drop,降低,v
plan,計劃,v
blood,血,n
upon,之上,i
agency,機構,n
push,推,v
nature,自然,n
color,顏色,n
no,不,r
recently,最近,r
store,店鋪,n
reduce,減少,v
sound,聲音,n
note,筆記,v
fine,美好的,j
before,前,r
near,靠近,i
movement,移動,n
page,頁,n
enter,進入,v
share,分享,v
than,比,i
common,常見的,j
poor,貧窮的,j
other,其他,p
natural,自然的,j
race,種族,n
concern,憂慮,n
series,系列,n
significant,重要的,j
similar,相似的,j
hot,熱的,j
language,語言,n
each,每個,p
usually,通常,r
response,回覆,n
dead,死的,j
rise,上升,v
animal,動物,n
factor,因素,n
decade,十年,n
article,文章,n
shoot,射擊,v
east,東方,n
save,節省,v
seven,七,m
artist,藝術家,n
away,離開,i
scene,場景,n
stock,庫存,n
career,職業,n
despite,儘管,i
central,中央,j
eight,八,m
thus,因此,r
treatment,治療,n
beyond,超過,i
happy,快樂的,j
exactly,確切地,r
protect,保護,v
approach,方法,n
lie,說謊,v
size,尺寸,n
dog,狗,n
fund,基金,n
serious,嚴肅的,j
occur,發生,v
media,媒體,n
ready,準備好,j
sign,符號,n
thought,想法,n
list,清單,n
individual,個人,n
simple,簡單的,j
quality,品質,n
pressure,壓力,n
accept,接受,v
answer,回答,n
hard,難的,r
resource,資源,n
identify,確認,v
left,左邊,j
meeting,會議,n
determine,決定,v
prepare,準備,v
disease,疾病,n
whatever,任何,d
success,成功,n
argue,爭論,v
cup,杯子,n
particularly,特別,r
amount,數量,n
ability,能力,n
staff,職員,n
recognize,認出,v
indicate,表明,v
character,特點,n
growth,生長,n
loss,損失,n
degree,程度,n
wonder,想知道,v
attack,攻擊,n
herself,她自己,p
region,地區,n
television,電視,n
box,盒子,n
TV,電視,n
training,訓練,n
pretty,漂亮的,r
trade,貿易,n
deal,交易,n
election,選舉,n
everybody,大家,p
physical,身體的,j
lay,躺著,v
general,一般的,j
feeling,感覺,n
standard,標準,n
bill,帳單,n
message,訊息,n
fail,失敗,v
outside,外部,i
arrive,到達,v
analysis,分析,n
benefit,益處,n
name,姓名,v
sex,性別,n
forward,向前,r
lawyer,律師,n
present,展示,v
section,部分,n
environmental,環境的,j
glass,玻璃,n
answer,回答,v
skill,技能,n
sister,姊姊,n
PM,午安,r
professor,教授,n
operation,手術,n
financial,金融的,j
crime,犯罪,n
stage,階段,n
ok,好的,r
compare,比較,v
authority,權威,n
miss,錯過,v
design,設計,n
sort,種類,n
one,一,n
act,行為,v
ten,十,m
knowledge,知識,n
gun,槍,n
station,車站,n
blue,藍色的,j
state,狀態,v
strategy,策略,n
little,小的,d
clearly,清楚地,r
discuss,討論,v
indeed,的確,r
force,力量,v
truth,真相,n
song,歌曲,n
example,例子,n
democratic,民主的,j
check,查看,v
environment,環境,n
leg,腿,n
dark,黑暗的,j
public,民眾,n
various,各種各樣的,j
rather,相當,r
laugh,笑,v
guess,猜測,v
executive,管理人員,n
set,放,n
study,學習,v
prove,證明,v
hang,懸掛,v
entire,全部的,j
rock,岩石,n
design,設計,v
enough,足夠的,d
forget,忘記,v
since,自從,i
claim,宣稱,v
note,筆記,n
remove,消除,v
manager,主管,n
help,幫助,n
close,關閉,j
sound,聲音,v
enjoy,享受,v
network,網路,n
legal,合法的,j
religious,宗教的,j
cold,寒冷的,j
form,形式,v
final,最終的,j
main,主要的,j
science,科學,n
green,綠色的,j
memory,記憶,n
card,卡片,n
above,多於,i
seat,座位,n
cell,細胞,n
establish,建立,v
nice,好的,j
trial,審判,n
expert,專家,n
that,那,r
spring,春天,n
firm,公司,n
Democrat,民主黨,n
radio,收音機,n
visit,訪問,v
management,管理,n
care,關心,v
avoid,避免,v
imagine,想像,v
tonight,今晚,r
huge,巨大的,j
ball,球,n
no,不,u
close,關閉,r
finish,結束,v
yourself,你自己,p
talk,演講,n
theory,理論,n
impact,影響,n
respond,回應,v
statement,陳述,n
maintain,維持,v
charge,收費,n
popular,受歡迎的,j
traditional,傳統的,j
onto,到,i
reveal,揭示,v
direction,方向,n
weapon,武器,n
employee,員工,n
cultural,文化,j
contain,包含,v
peace,和平,n
head,頭,v
control,控制,v
base,根據,n
pain,疼痛,n
apply,申請,v
play,玩,n
measure,措施,n
wide,寬的,j
shake,搖,v
fly,飛,v
interview,面試,n
manage,管理,v
chair,椅子,n
fish,魚,n
particular,特別的,j
camera,相機,n
structure,結構,n
politics,政治,n
perform,執行,v
bit,位元,n
weight,重量,n
suddenly,突然,r
discover,發現,v
candidate,候選人,n
top,頂部,j
production,生產,n
treat,對待,v
trip,旅行,n
evening,晚上,n
affect,影響,v
inside,裡面,i
conference,會議,n
unit,單元,n
best,最好的,r
style,風格,n
adult,成人,n
worry,擔心,v
range,範圍,n
mention,提到,v
rather,相當,i
far,遠的,j
deep,深的,j
past,過去的,n
edge,邊緣,n
individual,個人,j
specific,具體的,j
writer,作家,n
trouble,麻煩,n
necessary,必要的,j
throughout,自始至終,i
challenge,挑戰,n
fear,害怕,n
shoulder,肩膀,n
institution,機構,n
middle,中間,j
sea,海,n
dream,夢,n
bar,酒吧,n
beautiful,美麗的,j
property,財產,n
instead,反而,r
improve,提升,v
stuff,東西,n
detail,細節,n
method,方法,n
sign,符號,v
somebody,某人,p
magazine,雜誌,n
hotel,飯店,n
soldier,士兵,n
reflect,反映,v
heavy,重的,j
sexual,性的,j
cause,原因,n
bag,包包,n
heat,熱,n
fall,落下,n
marriage,婚姻,n
tough,艱難的,j
sing,唱歌,v
surface,表面,n
purpose,目的,n
exist,存在,v
pattern,圖案,n
whom,誰,p
skin,皮膚,n
agent,代理人,n
owner,擁有者,n
machine,機器,n
gas,氣體,n
down,向下,i
ahead,前面,r
generation,世代,n
commercial,商業的,j
address,地址,v
cancer,癌症,n
test,測試,v
item,物品,n
reality,現實,n
coach,教練,n
step,步,v
Mrs,太太,n
yard,庭院,n
beat,打,v
violence,暴力,n
total,全部的,j
tend,趨向,v
investment,投資,n
discussion,討論,n
finger,手指,n
garden,花園,n
notice,注意,v
collection,收藏,n
modern,現代的,j
task,任務,n
partner,夥伴,n
positive,積極的,j
civil,民事的,j
kitchen,廚房,n
consumer,消費者,n
shot,射擊,n
budget,預算,n
wish,希望,v
painting,繪畫,n
scientist,科學家,n
safe,安全的,j
agreement,協定,n
capital,首都,n
mouth,嘴,n
nor,也不,c
victim,受害者,n
newspaper,報紙,n
instead,反而,i
threat,威脅,n
responsibility,責任,n
smile,微笑,v
attorney,律師,n
score,分數,n
account,帳戶,n
interesting,有趣的,j
break,休息,n
audience,觀眾,n
rich,富有的,j
dinner,晚餐,n
figure,數位,v
vote,投票,n
western,西,j
relate,涉及,v
travel,旅行,v
debate,辯論,n
prevent,防止,v
citizen,國民,n
majority,多數,n
none,沒有任何,p
front,正面,i
born,出生,v
admit,承認,v
senior,進階的,j
assume,認為,v
wind,風,n
key,鑰匙,j
professional,專業的,j
mission,使命,n
fast,快速地,r
alone,獨自的,r
customer,顧客,n
suffer,遭受,v
speech,演講,n
successful,成功的,j
option,選項,n
participant,參與者,n
southern,南部,j
fresh,新鮮的,j
eventually,最終,r
no,不,p
forest,森林,n
video,影片,n
global,全球的,j
Senate,參議院,n
reform,改革,n
access,使用權,n
restaurant,餐廳,n
judge,法官,n
publish,發布,v
cost,成本,v
relation,關係,n
like,喜歡,c
release,發布,v
own,自己的,v
bird,鳥,n
opinion,觀點,n
credit,信用,n
critical,批判的,j
corner,角落,n
concerned,擔心的,j
recall,記起,v
version,版本,n
stare,盯,v
safety,安全,n
effective,有效的,j
neighborhood,鄰裡,n
original,原來的,j
act,行為,n
troop,部隊,n
income,收入,n
directly,直接地,r
hurt,傷害,v
species,種,n
immediately,立即地,r
track,追蹤,n
basic,基本的,j
strike,罷工,v
hope,希望,n
sky,天空,n
freedom,自由,n
absolutely,絕對地,r
plane,飛機,n
nobody,沒有人,p
achieve,達到,v
object,目的,n
attitude,態度,n
labor,勞動,n
refer,參考,v
concept,概念,n
client,客戶,n
powerful,強大的,j
perfect,完美的,j
nine,九,m
therefore,所以,r
conduct,執行,v
announce,宣告,v
conversation,對話,n
examine,檢查,v
touch,觸碰,v
please,請,r
attend,出席,v
completely,完全地,r
vote,投票,v
variety,種類,n
sleep,睡覺,v
turn,轉動,n
involved,涉及,j
investigation,調查,n
nuclear,核,j
researcher,研究員,n
press,按,n
conflict,衝突,n
spirit,精神,n
experience,經驗,v
replace,代替,v
British,英國人,j
encourage,鼓勵,v
argument,爭論,n
by,經過,r
once,一次,c
camp,營,n
brain,腦,n
feature,特徵,n
afternoon,午安,n
AM,是,r
weekend,週末,n
dozen,打,m
possibility,可能性,n
along,沿著,r
insurance,保險,n
department,部門,n
battle,戰鬥,n
beginning,開始,n
date,日期,n
generally,一般來說,r
African,非洲人,j
very,非常,j
sorry,對不起,j
crisis,危機,n
complete,完全的,v
fan,扇子,n
stick,戳,v
define,定義,v
easily,容易地,r
through,透過,r
hole,洞,n
element,元素,n
vision,想像,n
status,地位,n
normal,普通的,j
Chinese,中國人,j
ship,船,n
solution,解決方案,n
stone,結石,n
slowly,慢慢地,r
scale,規模,n
bit,位元,r
university,大學,n
introduce,介紹,v
driver,司機,n
attempt,試圖,n
park,公園,n
spot,點,n
lack,缺少,n
ice,冰,n
boat,船,n
drink,喝,v
sun,太陽,n
front,正面,j
distance,距離,n
wood,木頭,n
handle,處理,v
truck,卡車,n
return,返回,n
mountain,山,n
survey,民調,n
supposed,假設,j
tradition,傳統,n
winter,冬天,n
village,村莊,n
Soviet,蘇聯,j
refuse,拒絕,v
sales,銷售量,n
roll,卷,v
communication,溝通,n
run,跑步,n
screen,螢幕,n
gain,獲得,v
resident,居民,n
hide,隱藏,v
gold,金子,n
club,俱樂部,n
future,未來,j
farm,農場,n
potential,潛在的,j
increase,增加,n
middle,中間,n
European,歐洲的,j
presence,在場,n
independent,獨立的,j
district,區,n
shape,形狀,n
reader,讀者,n
Ms,多發性硬化症,n
contract,合約,n
crowd,人群,n
Christian,基督教,j
express,表達,v
apartment,公寓,n
willing,願意的,j
strength,力量,n
previous,以前的,j
band,樂團,n
obviously,明顯地,r
horse,馬,n
interested,有興趣的,j
target,目標,n
prison,監獄,n
ride,騎,v
guard,警衛,n
terms,條款,i
demand,要求,n
reporter,記者,n
deliver,遞送,v
text,文字,n
share,分享,n
tool,工具,n
wild,荒野,j
vehicle,車輛,n
observe,觀察,v
flight,航班,n
inside,裡面,r
facility,設施,n
understanding,理解,n
average,平均的,j
emerge,出現,v
advantage,優勢,n
quick,快的,j
light,光,j
leadership,領導,n
earn,賺,v
pound,磅,n
basis,基礎,n
bright,明亮的,j
operate,操作,v
guest,客人,n
sample,樣本,n
contribute,貢獻,v
tiny,微小的,j
block,堵塞,n
protection,保護,n
settle,定居,v
feed,餵食,v
collect,收集,v
additional,額外的,j
while,儘管,n
highly,高度,r
identity,身分,n
title,標題,n
mostly,大多,r
lesson,課,n
faith,信仰,n
river,河,n
promote,推動,v
living,活的,n
present,展示,j
count,數數,v
unless,除非,c
marry,結婚,v
tomorrow,明天,r
technique,科技,n
path,小路,n
ear,耳朵,n
shop,店鋪,n
folk,民間,n
order,命令,v
principle,原則,n
survive,存活,v
lift,舉起,v
border,邊界,n
competition,競賽,n
jump,跳,v
gather,收集,v
limit,限制,v
fit,合身,v
claim,宣稱,n
cry,哭,v
equipment,裝置,n
worth,值得,i
associate,聯繫,v
critic,評論家,n
warm,溫暖的,j
aspect,方面,n
result,結果,v
insist,堅持,v
failure,失敗,n
annual,年度的,j
French,法語,j
Christmas,聖誕節,n
comment,評論,n
responsible,負責任的,j
affair,事務,n
approach,方法,v
until,直到,i
procedure,程式,n
regular,常規的,j
spread,傳播,v
chairman,總統,n
baseball,棒球,n
soft,柔軟的,j
ignore,忽略,v
egg,蛋,n
measure,措施,v
belief,信仰,n
demonstrate,證明,v
anybody,任何人,p
murder,謀殺,n
gift,禮物,n
religion,宗教,n
review,審查,n
editor,編輯,n
past,過去的,i
engage,從事,v
coffee,咖啡,n
document,文件,n
speed,速度,n
cross,叉,v
influence,影響,n
anyway,反正,r
threaten,威脅,v
commit,犯罪,v
female,女性,j
youth,青年,n
wave,海浪,n
move,移動,n
afraid,害怕的,j
quarter,四分之一,n
background,背景,n
native,本國的,j
broad,廣闊,j
wonderful,精彩的,j
deny,否定,v
apparently,顯然,r
slightly,輕微地,r
reaction,反應,n
twice,兩次,r
suit,套裝,n
perspective,看法,n
growing,生長,j
blow,吹,v
construction,建造,n
kind,種類,r
intelligence,智力,n
destroy,破壞,v
cook,廚師,v
connection,聯繫,n
charge,收費,v
burn,燒傷,v
shoe,鞋,n
view,看法,v
grade,年級,n
context,情境,n
committee,委員會,n
hey,嘿,u
mistake,錯誤,n
focus,重點,n
smile,微笑,n
location,地點,n
clothes,衣服,n
Indian,印度人,j
quiet,安靜的,j
dress,裙子,v
promise,承諾,v
aware,意識到的,j
neighbor,鄰居,n
complete,完全的,j
drive,駕駛,n
function,功能,n
bone,骨,n
active,積極的,j
extend,延長,v
chief,首席,j
average,平均的,n
combine,結合,v
wine,葡萄酒,n
below,以下,r
cool,涼爽的,j
voter,選民,n
mean,意思是,n
demand,要求,v
learning,學習,n
bus,公車,n
hell,地獄,n
dangerous,危險的,j
remind,提醒,v
moral,道德,j
United,團結的,j
category,類別,n
relatively,相對地,r
victory,勝利,n
key,鑰匙,n
academic,學術的,j
visit,訪問,n
Internet,網際網路,n
healthy,健康,j
fire,火,v
negative,消極的,j
following,下列的,j
historical,歷史的,j
medicine,藥物,n
tour,旅遊,n
depend,依賴,v
photo,照片,n
finding,發現,n
grab,抓住,v
direct,直接的,j
classroom,課堂,n
contact,接觸,n
justice,正義,n
participate,參加,v
daily,日常的,j
fair,公平的,j
pair,一對,n
famous,著名的,j
exercise,鍛鍊,n
knee,膝蓋,n
flower,花,n
tape,磁帶,n
hire,聘請,v
familiar,熟悉的,j
appropriate,合適的,j
supply,供應,n
fully,完全,r
cut,切,n
will,將要,n
actor,演員,n
birth,出生,n
search,搜尋,n
tie,領帶,v
democracy,民主,n
eastern,東,j
primary,基本的,j
yesterday,昨天,r
circle,圓圈,n
device,裝置,n
progress,進步,n
next,下一個,i
front,正面,n
bottom,底部,n
island,島,n
exchange,交換,n
clean,乾淨的,j
studio,工作室,n
train,火車,v
lady,女士,n
colleague,同事,n
application,應用,n
neck,脖子,n
lean,傾斜,v
damage,損害,n
plastic,塑膠,n
tall,高的,j
plate,盤子,n
hate,恨,v
otherwise,否則,r
writing,寫作,n
press,按,v
male,男性,j
start,開始,n
alive,活,j
expression,表達,n
football,足球,n
intend,打算,v
attack,攻擊,v
chicken,雞,n
army,軍隊,n
abuse,虐待,n
theater,劇院,n
shut,關閉,v
map,地圖,n
extra,額外的,j
session,會議,n
danger,危險,n
welcome,歡迎,v
domestic,國內的,j
lots,地段,p
literature,文學,n
rain,雨,n
desire,慾望,n
assessment,評估,n
injury,受傷,n
respect,尊重,n
northern,北方,j
nod,點點頭,v
paint,畫,v
fuel,燃料,n
leaf,葉子,n
direct,直接的,v
dry,乾燥,j
Russian,俄文,j
instruction,操作說明,n
fight,鬥爭,n
pool,水池,n
climb,爬,v
sweet,甜的,j
lead,帶領,n
engine,引擎,n
fourth,第四,m
salt,鹽,n
expand,擴張,v
importance,重要性,n
metal,金屬,n
fat,胖的,n
ticket,票,n
software,軟體,n
disappear,消失,v
corporate,公司的,j
strange,奇怪的,j
lip,唇,n
reading,閱讀,n
urban,城市的,j
mental,精神的,j
increasingly,日益,r
lunch,午餐,n
educational,教育性的,j
somewhere,某處,r
farmer,農民,n
above,多於,r
sugar,糖,n
planet,行星,n
favorite,最喜歡的,j
explore,探索,v
obtain,獲得,v
enemy,敵人,n
greatest,最偉大的,j
complex,複雜的,j
surround,環繞,v
athlete,運動員,n
invite,邀請,v
repeat,重複,v
carefully,小心,r
soul,靈魂,n
scientific,科學的,j
impossible,不可能的,j
panel,控制板,n
meaning,意義,n
mom,媽媽,n
married,已婚,j
alone,獨自的,j
instrument,樂器,n
predict,預測,v
weather,天氣,n
presidential,總統,j
emotional,情緒化的,j
commitment,承諾,n
Supreme,最高,j
bear,熊,v
pocket,口袋,n
thin,薄的,j
temperature,溫度,n
surprise,驚喜,n
poll,輪詢,n
proposal,提議,n
consequence,結果,n
half,一半,n
breath,氣息,n
sight,視線,n
cover,覆蓋,n
balance,平衡,n
adopt,採納,v
minority,少數民族,n
straight,直的,r
attempt,試圖,v
connect,連接,v
works,作品,n
teaching,教學,n
belong,屬於,v
aid,援助,n
advice,建議,n
okay,好的,r
photograph,照片,n
empty,空的,j
regional,區域性的,j
trail,蹤跡,n
novel,小說,n
code,程式碼,n
somehow,不知何故,r
organize,組織,v
jury,陪審團,n
breast,胸部,n
Iraqi,伊拉克語,j
human,人類,n
acknowledge,承認,v
theme,主題,n
storm,風暴,n
union,聯盟,n
record,記錄,v
desk,桌子,n
fear,害怕,v
thanks,謝謝,n
fruit,水果,n
under,在下面,r
expensive,昂貴的,j
yellow,黃色的,j
conclusion,結論,n
prime,主要的,j
shadow,陰影,n
struggle,鬥爭,v
conclude,得出結論,v
analyst,分析師,n
dance,舞蹈,n
limit,限制,n
like,喜歡,j
regulation,規定,n
being,存在,n
last,最後的,v
ring,戒指,n
